ppm,intensity
281.37786600000004,-4135765.0
281.32933199999997,-3868605.0
281.280798,-3560128.0
281.232264,-3222792.0
281.183731,-2869180.0
281.135197,-2510943.0
281.086663,-2158995.0
281.038129,-1824844.0
280.989595,-1522438.0
280.941062,-1269662.0
280.89252799999997,-1088325.0
280.843994,-1001418.0
280.79546,-1027482.0
280.746927,-1174048.0
280.698393,-1433658.0
280.649859,-1784911.0
280.601325,-2197661.0
280.552792,-2638822.0
280.504258,-3075863.0
280.45572400000003,-3478271.0
280.40719,-3819370.0
280.358656,-4079798.0
280.310123,-4251160.0
280.261589,-4337252.0
280.213055,-4351886.0
280.164521,-4314713.0
280.115988,-4246997.0
280.067454,-4168201.0
280.01892000000004,-4093196.0
279.97038599999996,-4030178.0
279.921852,-3980068.0
279.873319,-3937980.0
279.824785,-3896209.0
279.776251,-3847317.0
279.727717,-3785889.0
279.67918399999996,-3708396.0
279.63065,-3611782.0
279.58211600000004,-3492458.0
279.53358199999997,-3347580.0
279.485048,-3178723.0
279.436515,-2995215.0
279.387981,-2813213.0
279.339447,-2649199.0
279.290913,-2511330.0
279.24237999999997,-2394325.0
279.193846,-2281290.0
279.145312,-2151134.0
279.096778,-1987458.0
279.048244,-1785143.0
278.999711,-1552751.0
278.95117700000003,-1310401.0
278.902643,-1084075.0
278.854109,-898433.0
278.805576,-770721.0
278.757042,-707554.0
278.708508,-704906.0
278.65997400000003,-750607.0
278.61144,-828140.0
278.562907,-920383.0
278.514373,-1012347.0
278.465839,-1092848.0
278.417305,-1155607.0
278.36877200000004,-1199700.0
278.32023799999996,-1228455.0
278.271704,-1246323.0
278.22317000000004,-1255123.0
278.17463599999996,-1252118.0
278.126103,-1231319.0
278.077569,-1187009.0
278.029035,-1116984.0
277.980501,-1023675.0
277.93196800000004,-913167.0
277.88343399999997,-793688.0
277.8349,-675165.0
277.786366,-570099.0
277.73783199999997,-494159.0
277.689299,-464383.0
277.640765,-494317.0
277.592231,-588250.0
277.543697,-738181.0
277.495164,-926002.0
277.44662999999997,-1129963.0
277.398096,-1331624.0
277.349562,-1519475.0
277.301028,-1688371.0
277.252495,-1836997.0
277.203961,-1966056.0
277.155427,-2077759.0
277.106893,-2175155.0
277.05836,-2260268.0
277.009826,-2332039.0
276.961292,-2385848.0
276.912758,-2415198.0
276.86422400000004,-2414266.0
276.815691,-2379651.0
276.767157,-2310582.0
276.718623,-2207729.0
276.670089,-2071185.0
276.621556,-1898456.0
276.57302200000004,-1683602.0
276.52448799999996,-1418426.0
276.475954,-1095334.0
276.427421,-710252.0
276.378887,-263916.0
276.330353,238699.0
276.281819,789595.0
276.233285,1378289.0
276.184752,1991751.0
276.13621800000004,2614864.0
276.08768399999997,3231979.0
276.03915,3828616.0
275.990617,4391826.0
275.942083,4909024.0
275.893549,5366604.0
275.845015,5749683.0
275.796481,6043231.0
275.747948,6234310.0
275.699414,6315426.0
275.65088,6288669.0
275.602346,6169046.0
275.553813,5984627.0
275.50527900000003,5772452.0
275.456745,5571346.0
275.408211,5414023.0
275.359677,5320281.0
275.311144,5292503.0
275.26261,5314815.0
275.214076,5356827.0
275.165542,5381079.0
275.117009,5351251.0
275.068475,5238437.0
275.019941,5025067.0
274.971407,4707770.0
274.922873,4299533.0
274.87434,3829403.0
274.825806,3337837.0
274.77727200000004,2868361.0
274.72873799999996,2458756.0
274.680205,2134947.0
274.631671,1908647.0
274.583137,1778046.0
274.534603,1730580.0
274.486069,1747156.0
274.43753599999997,1807204.0
274.389002,1893811.0
274.34046800000004,1998171.0
274.29193399999997,2122088.0
274.243401,2276571.0
274.194867,2475402.0
274.146333,2725642.0
274.097799,3020080.0
274.049265,3336046.0
274.00073199999997,3640925.0
273.952198,3900753.0
273.903664,4087686.0
273.85513,4184385.0
273.806597,4185392.0
273.758063,4096267.0
273.70952900000003,3931083.0
273.660995,3708785.0
273.612461,3449050.0
273.563928,3168540.0
273.515394,2878823.0
273.46686,2586823.0
273.418326,2297020.0
273.369793,2013020.0
273.321259,1736824.0
273.272725,1466778.0
273.224191,1197357.0
273.175657,922588.0
273.12712400000004,641527.0
273.07858999999996,362026.0
273.030056,100320.0
272.98152200000004,-122913.0
272.932989,-287409.0
272.884455,-377061.0
272.835921,-382229.0
272.787387,-301113.0
272.738854,-140015.0
272.69032000000004,88115.0
272.64178599999997,366588.0
272.593252,677782.0
272.544718,1004713.0
272.496185,1332054.0
272.44765099999995,1648088.0
272.399117,1947282.0
272.35058300000003,2230872.0
272.30205,2503430.0
272.253516,2766829.0
272.204982,3015567.0
272.156448,3236477.0
272.107914,3412422.0
272.05938100000003,3527206.0
272.010847,3569169.0
271.962313,3532647.0
271.913779,3418139.0
271.865246,3232409.0
271.816712,2989022.0
271.768178,2708471.0
271.719644,2416434.0
271.67111,2139696.0
271.622577,1901138.0
271.574043,1715970.0
271.525509,1590442.0
271.476975,1522633.0
271.428442,1504268.0
271.379908,1522870.0
271.33137400000004,1564111.0
271.28283999999996,1614262.0
271.234306,1662392.0
271.185773,1701890.0
271.137239,1731081.0
271.088705,1752832.0
271.040171,1773200.0
270.99163799999997,1799244.0
270.943104,1836465.0
270.89457000000004,1886563.0
270.84603599999997,1946264.0
270.797502,2007564.0
270.748969,2059214.0
270.700435,2088931.0
270.65190099999995,2085922.0
270.603367,2043225.0
270.55483399999997,1959122.0
270.5063,1836719.0
270.457766,1681431.0
270.409232,1497350.0
270.360698,1284371.0
270.312165,1037805.0
270.26363100000003,750627.0
270.215097,416977.0
270.166563,35089.0
270.11803,-391057.0
270.069496,-850853.0
270.020962,-1326450.0
269.972428,-1793199.0
269.923894,-2222290.0
269.875361,-2585332.0
269.826827,-2858929.0
269.778293,-3027524.0
269.729759,-3084695.0
269.681226,-3034125.0
269.632692,-2890183.0
269.584158,-2676280.0
269.53562400000004,-2419690.0
269.48708999999997,-2144336.0
269.438557,-1865172.0
269.390023,-1587036.0
269.341489,-1307842.0
269.292955,-1023560.0
269.24442200000004,-732376.0
269.19588799999997,-437131.0
269.147354,-146686.0
269.09882000000005,123296.0
269.05028599999997,351029.0
269.001753,512224.0
268.953219,586879.0
268.90468500000003,566965.0
268.85615099999995,461339.0
268.807618,295043.0
268.759084,102728.0
268.71055,-81378.0
268.662016,-232858.0
268.61348300000003,-342029.0
268.564949,-412919.0
268.516415,-458021.0
268.46788100000003,-492323.0
268.419347,-529147.0
268.370814,-578023.0
268.32228,-643705.0
268.273746,-726135.0
268.225212,-821850.0
268.176679,-926627.0
268.128145,-1037812.0
268.079611,-1154681.0
268.031077,-1276320.0
267.982543,-1397952.0
267.93401,-1507422.0
267.885476,-1583958.0
267.83694199999996,-1600917.0
267.788408,-1532486.0
267.739875,-1361812.0
267.691341,-1086758.0
267.642807,-720874.0
267.594273,-289872.0
267.545739,174395.0
267.497206,640332.0
267.44867200000004,1081881.0
267.40013799999997,1481577.0
267.351604,1830750.0
267.303071,2127299.0
267.254537,2372415.0
267.20600299999995,2567735.0
267.157469,2713685.0
267.10893500000003,2809086.0
267.060402,2851813.0
267.011868,2840199.0
266.963334,2774746.0
266.9148,2659676.0
266.866267,2503768.0
266.81773300000003,2319781.0
266.769199,2122021.0
266.720665,1922482.0
266.672131,1727148.0
266.623598,1534309.0
266.575064,1335730.0
266.52653,1119968.0
266.477996,876330.0
266.429463,598294.0
266.380929,285956.0
266.332395,-52476.0
266.283861,-400251.0
266.235327,-733182.0
266.186794,-1022553.0
266.13826,-1239280.0
266.089726,-1357843.0
266.04119199999997,-1358902.0
265.992659,-1230917.0
265.944125,-972155.0
265.895591,-593536.0
265.847057,-120628.0
265.798523,408000.0
265.74998999999997,947293.0
265.701456,1455269.0
265.65292200000005,1901736.0
265.604388,2272539.0
265.555855,2568185.0
265.507321,2798454.0
265.45878700000003,2976267.0
265.41025299999995,3113555.0
265.361719,3219995.0
265.313186,3303581.0
265.264652,3371353.0
265.216118,3429073.0
265.167584,3479613.0
265.11905099999996,3520872.0
265.070517,3544916.0
265.02198300000003,3539824.0
264.973449,3493890.0
264.924915,3399798.0
264.876382,3256193.0
264.827848,3066290.0
264.779314,2835552.0
264.73078,2570680.0
264.682247,2280269.0
264.633713,1975738.0
264.585179,1671009.0
264.536645,1380276.0
264.488112,1114340.0
264.439578,876997.0
264.391044,663794.0
264.34251,464952.0
264.293976,271931.0
264.245443,84342.0
264.196909,-86836.0
264.148375,-221560.0
264.099841,-297090.0
264.051308,-295206.0
264.00277400000004,-207489.0
263.95423999999997,-37391.0
263.905706,200949.0
263.85717200000005,486255.0
263.808639,794379.0
263.76010499999995,1101484.0
263.711571,1385357.0
263.66303700000003,1625563.0
263.614504,1803701.0
263.56597,1904196.0
263.517436,1915214.0
263.468902,1829478.0
263.420368,1645576.0
263.37183500000003,1369926.0
263.32330099999996,1018085.0
263.274767,613197.0
263.226233,180778.0
263.1777,-258294.0
263.129166,-693033.0
263.080632,-1122950.0
263.032098,-1553542.0
262.983564,-1988709.0
262.935031,-2423753.0
262.886497,-2842338.0
262.837963,-3218658.0
262.789429,-3523279.0
262.740896,-3729797.0
262.692362,-3820346.0
262.643828,-3789703.0
262.59529399999997,-3647943.0
262.54676,-3420584.0
262.498227,-3144872.0
262.449693,-2862571.0
262.401159,-2611692.0
262.352625,-2419697.0
262.30409199999997,-2299225.0
262.255558,-2246374.0
262.20702400000005,-2242248.0
262.15849,-2258801.0
262.109956,-2268326.0
262.061423,-2253004.0
262.01288900000003,-2210145.0
261.96435499999995,-2151094.0
261.915821,-2095283.0
261.867288,-2062928.0
261.818754,-2069422.0
261.77022,-2122793.0
261.721686,-2223724.0
261.673152,-2366273.0
261.624619,-2537683.0
261.57608500000003,-2717737.0
261.52755099999996,-2880112.0
261.479017,-2997662.0
261.430484,-3050414.0
261.38195,-3032347.0
261.333416,-2953632.0
261.284882,-2837862.0
261.236348,-2715988.0
261.187815,-2618780.0
261.139281,-2569230.0
261.090747,-2576769.0
261.042213,-2635375.0
260.99368,-2726628.0
260.945146,-2826562.0
260.896612,-2913613.0
260.848078,-2974855.0
260.799545,-3008483.0
260.751011,-3021980.0
260.702477,-3027170.0
260.653943,-3034912.0
260.605409,-3051922.0
260.556876,-3080369.0
260.50834199999997,-3118975.0
260.459808,-3164151.0
260.41127400000005,-3210960.0
260.362741,-3254434.0
260.314207,-3291470.0
260.265673,-3322515.0
260.21713900000003,-3351856.0
260.16860499999996,-3385838.0
260.120072,-3429396.0
260.071538,-3482604.0
260.023004,-3539584.0
259.97447,-3591177.0
259.92593700000003,-3630266.0
259.87740299999996,-3656328.0
259.828869,-3676132.0
259.78033500000004,-3700355.0
259.73180099999996,-3738647.0
259.683268,-3795845.0
259.634734,-3870127.0
259.5862,-3952376.0
259.537666,-4026452.0
259.489133,-4071025.0
259.440599,-4063299.0
259.392065,-3983637.0
259.343531,-3819315.0
259.294997,-3566506.0
259.246464,-3230746.0
259.19793,-2826478.0
259.149396,-2375591.0
259.100862,-1904584.0
259.052329,-1440603.0
259.003795,-1007429.0
258.955261,-622677.0
258.906727,-296823.0
258.858193,-33817.0
258.80966,167362.0
258.761126,310779.0
258.712592,401722.0
258.664058,445536.0
258.615525,447649.0
258.56699100000003,414719.0
258.51845699999996,356035.0
258.469923,283839.0
258.42138900000003,212043.0
258.372856,154172.0
258.324322,122000.0
258.275788,125591.0
258.227254,173899.0
258.178721,274299.0
258.13018700000003,430221.0
258.08165299999996,637905.0
258.033119,884666.0
257.984585,1150717.0
257.936052,1414315.0
257.887518,1657792.0
257.838984,1871314.0
257.79045,2052801.0
257.741917,2204853.0
257.693383,2330912.0
257.644849,2432864.0
257.596315,2511008.0
257.547781,2565973.0
257.499248,2600967.0
257.450714,2622492.0
257.40218,2638638.0
257.35364599999997,2656053.0
257.305113,2677838.0
257.256579,2703989.0
257.208045,2733904.0
257.159511,2768955.0
257.110977,2813469.0
257.06244399999997,2873806.0
257.01391,2956363.0
256.965376,3065377.0
256.916842,3201038.0
256.868309,3358100.0
256.819775,3525318.0
256.77124100000003,3686501.0
256.72270699999996,3823935.0
256.67417400000005,3924051.0
256.62564,3983128.0
256.577106,4009619.0
256.528572,4021002.0
256.480038,4036814.0
256.43150499999996,4072233.0
256.382971,4135518.0
256.33443700000004,4228950.0
256.28590299999996,4350360.0
256.23737,4493286.0
256.188836,4646317.0
256.140302,4793271.0
256.091768,4914917.0
256.043234,4991475.0
255.99470099999996,5004812.0
255.946167,4939968.0
255.897633,4786460.0
255.84909900000002,4540267.0
255.800566,4206699.0
255.75203199999999,3802612.0
255.703498,3355249.0
255.654964,2896434.0
255.60643,2454203.0
255.55789700000003,2046186.0
255.50936299999998,1677589.0
255.460829,1343302.0
255.41229500000003,1031966.0
255.363762,730737.0
255.315228,430484.0
255.266694,130376.0
255.21816,-160370.0
255.16962599999997,-424996.0
255.12109300000003,-644657.0
255.07255899999998,-803832.0
255.024025,-893417.0
254.975491,-911469.0
254.926958,-862982.0
254.87842400000002,-759654.0
254.82988999999998,-619358.0
254.78135600000002,-464157.0
254.73282200000003,-316196.0
254.684289,-192306.0
254.635755,-99526.0
254.587221,-33717.0
254.538687,18097.0
254.490154,72975.0
254.44162000000003,147082.0
254.39308599999998,252163.0
254.344552,393926.0
254.296018,571893.0
254.247485,780127.0
254.19895099999997,1008512.0
254.150417,1244571.0
254.10188300000002,1475842.0
254.05335,1692563.0
254.004816,1889987.0
253.956282,2069397.0
253.907748,2237088.0
253.859214,2401256.0
253.81068100000002,2567672.0
253.76214700000003,2735670.0
253.71361299999998,2896002.0
253.665079,3031564.0
253.616546,3121244.0
253.568012,3146107.0
253.519478,3096118.0
253.470944,2974842.0
253.42241,2800182.0
253.373877,2600885.0
253.325343,2410328.0
253.276809,2259562.0
253.228275,2171121.0
253.179742,2154382.0
253.13120800000002,2203264.0
253.08267400000003,2296954.0
253.03413999999998,2403918.0
252.98560600000002,2488608.0
252.937073,2519438.0
252.888539,2475998.0
252.840005,2353272.0
252.791471,2161204.0
252.74293799999998,1919783.0
252.694404,1651850.0
252.64587000000003,1376827.0
252.59733599999998,1107801.0
252.548803,852518.0
252.500269,617028.0
252.451735,409881.0
252.40320099999997,244978.0
252.354667,142097.0
252.306134,125236.0
252.2576,219420.0
252.209066,446612.0
252.160532,821259.0
252.11199900000003,1346196.0
252.06346499999998,2009975.0
252.01493100000002,2786492.0
251.96639700000003,3637134.0
251.91786299999998,4514967.0
251.86933,5370358.0
251.820796,6157210.0
251.772262,6838418.0
251.72372799999997,7388761.0
251.67519500000003,7794250.0
251.62666099999998,8049099.0
251.578127,8153094.0
251.529593,8111551.0
251.481059,7937438.0
251.43252599999997,7652961.0
251.383992,7288211.0
251.33545800000002,6876851.0
251.28692400000003,6451027.0
251.238391,6037660.0
251.189857,5656517.0
251.141323,5319003.0
251.092789,5026899.0
251.044255,4771675.0
250.99572200000003,4535626.0
250.94718799999998,4295230.0
250.898654,4025860.0
250.85012000000003,3706735.0
250.801587,3325625.0
250.75305299999997,2882745.0
250.704519,2392360.0
250.65598500000002,1880253.0
250.60745099999997,1377119.0
250.558918,910806.0
250.510384,501186.0
250.46185,159164.0
250.413316,-111796.0
250.36478300000002,-314168.0
250.31624900000003,-455678.0
250.26771499999998,-548389.0
250.219181,-606423.0
250.17064700000003,-642524.0
250.122114,-664607.0
250.07358,-673185.0
250.025046,-660138.0
249.976512,-609453.0
249.927979,-500863.0
249.87944500000003,-316388.0
249.830911,-47714.0
249.782377,299153.0
249.733843,704553.0
249.68531000000002,1140451.0
249.63677599999997,1576840.0
249.58824199999998,1985755.0
249.53970800000002,2341947.0
249.491175,2621827.0
249.442641,2802877.0
249.394107,2864826.0
249.345573,2792890.0
249.297039,2582544.0
249.248506,2244158.0
249.19997200000003,1804920.0
249.15143799999998,1305924.0
249.102904,794508.0
249.054371,314319.0
249.005837,-103400.0
248.95730299999997,-444493.0
248.908769,-711206.0
248.860236,-916763.0
248.811702,-1077795.0
248.763168,-1208289.0
248.714634,-1317481.0
248.6661,-1411234.0
248.61756699999998,-1494237.0
248.56903300000002,-1570622.0
248.52049900000003,-1642654.0
248.47196499999998,-1708782.0
248.423432,-1762463.0
248.374898,-1792395.0
248.326364,-1784200.0
248.27783,-1723220.0
248.229296,-1597720.0
248.18076299999998,-1401684.0
248.132229,-1136611.0
248.083695,-811935.0
248.035161,-443443.0
247.98662799999997,-49265.0
247.938094,355928.0
247.88956000000002,766170.0
247.84102599999997,1185959.0
247.79249199999998,1626821.0
247.743959,2099475.0
247.695425,2604862.0
247.646891,3128536.0
247.598357,3641898.0
247.54982400000003,4110323.0
247.50128999999998,4503957.0
247.452756,4805490.0
247.40422200000003,5011856.0
247.355688,5131342.0
247.307155,5179555.0
247.258621,5176027.0
247.21008700000002,5140836.0
247.16155299999997,5090573.0
247.11302,5034774.0
247.064486,4974821.0
247.015952,4905969.0
246.967418,4821063.0
246.918884,4713692.0
246.87035099999997,4579534.0
246.82181699999998,4416229.0
246.77328300000002,4223097.0
246.72474900000003,4001415.0
246.676216,3754526.0
246.627682,3486508.0
246.579148,3199464.0
246.530614,2891481.0
246.48207999999997,2557603.0
246.43354700000003,2193970.0
246.385013,1802581.0
246.336479,1393498.0
246.287945,982990.0
246.23941200000002,588479.0
246.19087799999997,222662.0
246.142344,-110485.0
246.09381000000002,-415811.0
246.04527599999997,-702862.0
245.996743,-979421.0
245.948209,-1246081.0
245.899675,-1494661.0
245.851141,-1710814.0
245.80260800000002,-1878581.0
245.75407400000003,-1984158.0
245.70553999999998,-2017873.0
245.657006,-1975486.0
245.60847200000003,-1859986.0
245.559939,-1683129.0
245.51140499999997,-1464621.0
245.462871,-1227959.0
245.41433700000002,-994298.0
245.365804,-777085.0
245.31727,-579450.0
245.268736,-394930.0
245.220202,-211078.0
245.171668,-14777.0
245.12313500000002,202663.0
245.07460099999997,442445.0
245.02606699999998,698040.0
244.977533,957342.0
244.929,1206378.0
244.880466,1433458.0
244.831932,1632019.0
244.783398,1800382.0
244.73486499999999,1938396.0
244.686331,2043601.0
244.63779700000003,2110357.0
244.589263,2133022.0
244.540729,2111024.0
244.492196,2052194.0
244.44366200000002,1972227.0
244.39512799999997,1890782.0
244.34659399999998,1826655.0
244.298061,1794206.0
244.249527,1801441.0
244.200993,1848701.0
244.152459,1927521.0
244.103925,2021029.0
244.05539199999998,2107637.0
244.006858,2167528.0
243.95832400000003,2188747.0
243.90979,2169819.0
243.861257,2118454.0
243.812723,2048096.0
243.76418900000002,1973982.0
243.71565499999997,1909087.0
243.667121,1860164.0
243.618588,1824892.0
243.570054,1791592.0
243.52152,1742188.0
243.472986,1657719.0
243.42445299999997,1524622.0
243.37591899999998,1339500.0
243.32738500000002,1110470.0
243.27885099999997,854283.0
243.23031699999999,590200.0
243.181784,333195.0
243.13325,89540.0
243.08471600000001,-143502.0
243.036182,-374566.0
242.98764900000003,-614007.0
242.939115,-870639.0
242.890581,-1149631.0
242.842047,-1450902.0
242.793513,-1768028.0
242.74497999999997,-2088427.0
242.696446,-2394984.0
242.64791200000002,-2668387.0
242.59937799999997,-2889855.0
242.550845,-3044817.0
242.502311,-3127378.0
242.453777,-3143288.0
242.405243,-3108525.0
242.356709,-3043215.0
242.30817599999997,-2964159.0
242.25964199999999,-2880320.0
242.211108,-2793413.0
242.16257400000003,-2702502.0
242.11404100000001,-2609373.0
242.065507,-2521296.0
242.016973,-2449642.0
241.96843900000002,-2405766.0
241.91990499999997,-2397319.0
241.871372,-2426999.0
241.822838,-2492872.0
241.774304,-2588245.0
241.72577,-2700681.0
241.67723700000002,-2811953.0
241.62870299999997,-2900537.0
241.58016899999998,-2946106.0
241.53163500000002,-2933855.0
241.48310099999998,-2856642.0
241.434568,-2714183.0
241.386034,-2510081.0
241.3375,-2248966.0
241.28896600000002,-1936465.0
241.240433,-1583000.0
241.19189900000003,-1208948.0
241.143365,-846778.0
241.094831,-537248.0
241.046298,-320703.0
240.99776400000002,-227438.0
240.94922999999997,-270791.0
240.90069599999998,-444421.0
240.85216200000002,-723426.0
240.803629,-1068630.0
240.755095,-1433556.0
240.706561,-1772923.0
240.658027,-2050217.0
240.60949399999998,-2241705.0
240.56096000000002,-2336123.0
240.51242599999998,-2331823.0
240.463892,-2233836.0
240.415358,-2051641.0
240.366825,-1796564.0
240.31829100000002,-1478125.0
240.26975699999997,-1100712.0
240.221223,-663071.0
240.17269,-161595.0
240.124156,404263.0
240.075622,1027546.0
240.027088,1692407.0
239.978554,2375875.0
