ppm,intensity
202.510479,-2347784.0
202.461945,-2259835.0
202.413411,-2186341.0
202.364878,-2123161.0
202.316344,-2066056.0
202.26781,-2009705.0
202.219276,-1948112.0
202.170743,-1876615.0
202.122209,-1794435.0
202.073675,-1706405.0
202.025141,-1623161.0
201.976607,-1559833.0
201.928074,-1533254.0
201.87954,-1557859.0
201.831006,-1641393.0
201.78247199999998,-1782216.0
201.733939,-1969224.0
201.685405,-2183881.0
201.63687099999999,-2403417.0
201.58833700000002,-2605027.0
201.539803,-2771103.0
201.49127,-2893999.0
201.442736,-2977588.0
201.394202,-3034107.0
201.345668,-3077767.0
201.297135,-3118460.0
201.248601,-3158112.0
201.200067,-3190193.0
201.151533,-3201837.0
201.103,-3177711.0
201.054466,-3104514.0
201.005932,-2974394.0
200.957398,-2785968.0
200.908864,-2543222.0
200.860331,-2254099.0
200.81179699999998,-1930253.0
200.763263,-1587540.0
200.714729,-1245320.0
200.66619599999999,-923333.0
200.61766200000002,-637280.0
200.569128,-395929.0
200.520594,-201608.0
200.47206,-53010.0
200.423527,52699.0
200.374993,120442.0
200.326459,159239.0
200.277925,182563.0
200.229392,205113.0
200.180858,237315.0
200.132324,281033.0
200.08379,329299.0
200.035256,370258.0
199.986723,393064.0
199.938189,392613.0
199.889655,370882.0
199.841121,334643.0
199.792588,291164.0
199.744054,244328.0
199.69552,192783.0
199.646986,130455.0
199.598452,49113.0
199.549919,-57489.0
199.501385,-189063.0
199.452851,-336184.0
199.404317,-481993.0
199.355784,-608090.0
199.30725,-701362.0
199.258716,-757739.0
199.210182,-781413.0
199.16164799999999,-781105.0
199.113115,-765768.0
199.064581,-740978.0
199.016047,-706652.0
198.967513,-657188.0
198.91898,-584933.0
198.870446,-485814.0
198.821912,-363732.0
198.773378,-230818.0
198.724844,-103721.0
198.676311,1168.0
198.627777,70926.0
198.579243,97356.0
198.530709,77400.0
198.482176,13187.0
198.433642,-88606.0
198.385108,-218394.0
198.336574,-365786.0
198.28804,-521474.0
198.239507,-678508.0
198.19097299999999,-832327.0
198.142439,-978760.0
198.093905,-1110356.0
198.045372,-1213715.0
197.996838,-1270963.0
197.948304,-1265570.0
197.89977,-1188889.0
197.851236,-1043238.0
197.802703,-840647.0
197.754169,-599746.0
197.705635,-343617.0
197.657101,-99420.0
197.608568,101116.0
197.560034,221798.0
197.5115,224256.0
197.462966,73223.0
197.414433,-256448.0
197.365899,-774318.0
197.317365,-1473129.0
197.268831,-2331286.0
197.220297,-3316099.0
197.171764,-4385956.0
197.12323,-5492503.0
197.074696,-6584933.0
197.026162,-7616332.0
196.977629,-8549487.0
196.929095,-9359386.0
196.880561,-10032048.0
196.832027,-10562025.0
196.783493,-10951491.0
196.73496,-11211747.0
196.686426,-11364891.0
196.637892,-11442233.0
196.589358,-11478142.0
196.540825,-11501720.0
196.492291,-11530559.0
196.443757,-11569268.0
196.395223,-11612143.0
196.346689,-11647267.0
196.298156,-11659720.0
196.249622,-11633260.0
196.201088,-11551244.0
196.152554,-11397666.0
196.104021,-11158718.0
196.055487,-10824866.0
196.006953,-10393687.0
195.958419,-9873500.0
195.909885,-9286364.0
195.861352,-8667513.0
195.812818,-8058986.0
195.764284,-7498996.0
195.71575,-7012082.0
195.667217,-6604732.0
195.618683,-6267163.0
195.570149,-5978484.0
195.521615,-5712366.0
195.473081,-5442293.0
195.424548,-5146554.0
195.376014,-4812505.0
195.32748,-4439185.0
195.278946,-4037737.0
195.230413,-3629676.0
195.181879,-3242919.0
195.133345,-2905627.0
195.084811,-2638913.0
195.036277,-2451097.0
194.987744,-2336546.0
194.93921,-2280512.0
194.890676,-2268103.0
194.842142,-2292550.0
194.793609,-2357554.0
194.745075,-2472140.0
194.696541,-2641670.0
194.648007,-2861414.0
194.599473,-3116575.0
194.55094,-3387415.0
194.502406,-3655120.0
194.453872,-3905288.0
194.405338,-4128911.0
194.356805,-4321759.0
194.308271,-4482323.0
194.259737,-4608523.0
194.211203,-4695177.0
194.162669,-4735069.0
194.114136,-4724140.0
194.065602,-4667183.0
194.017068,-4579091.0
193.968534,-4480041.0
193.920001,-4388025.0
193.871467,-4313934.0
193.822933,-4261549.0
193.774399,-4230465.0
193.725865,-4218530.0
193.677332,-4222163.0
193.628798,-4235436.0
193.580264,-4249436.0
193.53173,-4252578.0
193.483197,-4231891.0
193.434663,-4175529.0
193.386129,-4076467.0
193.337595,-3936123.0
193.289062,-3765400.0
193.240528,-3581444.0
193.191994,-3401167.0
193.14346,-3235150.0
193.094926,-3085418.0
193.046393,-2947875.0
192.997859,-2817192.0
192.949325,-2691088.0
192.900791,-2572253.0
192.852258,-2467869.0
192.803724,-2387394.0
192.75519,-2339308.0
192.706656,-2327862.0
192.658122,-2351299.0
192.609589,-2402681.0
192.561055,-2473019.0
192.512521,-2555038.0
192.463987,-2645829.0
192.415454,-2747620.0
192.36692,-2866612.0
192.318386,-3009883.0
192.26985200000001,-3180463.0
192.221318,-3371908.0
192.172785,-3565029.0
192.124251,-3729378.0
192.075717,-3829719.0
192.027183,-3834953.0
191.97865,-3725761.0
191.930116,-3498543.0
191.881582,-3165380.0
191.833048,-2751107.0
191.784514,-2288691.0
191.735981,-1814025.0
191.687447,-1361177.0
191.638913,-958929.0
191.590379,-628614.0
191.541846,-382735.0
191.493312,-224263.0
191.444778,-147215.0
191.396244,-139081.0
191.34771,-184682.0
191.29917700000001,-270283.0
191.250643,-387019.0
191.202109,-533205.0
191.153575,-714814.0
191.105042,-942956.0
191.056508,-1227996.0
191.007974,-1572340.0
190.95944,-1965721.0
190.910906,-2386059.0
190.862373,-2805346.0
190.813839,-3196812.0
190.765305,-3539383.0
190.716771,-3818284.0
190.668238,-4023835.0
190.619704,-4151075.0
190.57117,-4200853.0
190.522636,-4180916.0
190.474102,-4105438.0
190.425569,-3992986.0
190.377035,-3863911.0
190.328501,-3737904.0
190.279967,-3631791.0
190.231434,-3557564.0
190.1829,-3520853.0
190.134366,-3520198.0
190.085832,-3547397.0
190.037298,-3589545.0
189.988765,-3632847.0
189.940231,-3666878.0
189.891697,-3686731.0
189.84316299999998,-3691548.0
189.79463,-3680718.0
189.746096,-3650743.0
189.697562,-3594795.0
189.64902800000002,-3504678.0
189.600494,-3373666.0
189.551961,-3198941.0
189.503427,-2982961.0
189.454893,-2733490.0
189.406359,-2462527.0
189.357826,-2184808.0
189.309292,-1916182.0
189.260758,-1671538.0
189.212224,-1462186.0
189.163691,-1293656.0
189.115157,-1165052.0
189.066623,-1069925.0
189.018089,-997774.0
188.969555,-936037.0
188.921022,-873375.0
188.87248799999998,-804238.0
188.82395400000001,-732691.0
188.77542,-673109.0
188.726887,-647029.0
188.67835300000002,-677514.0
188.629819,-782939.0
188.581285,-971854.0
188.532751,-1240433.0
188.484218,-1573578.0
188.435684,-1949186.0
188.38715,-2343491.0
188.338616,-2735333.0
188.290083,-3108460.0
188.241549,-3452076.0
188.193015,-3760132.0
188.144481,-4030027.0
188.095947,-4261632.0
188.047414,-4457192.0
187.99888,-4621555.0
187.950346,-4761643.0
187.901812,-4885030.0
187.85327900000001,-4998590.0
187.804745,-5107836.0
187.756211,-5216404.0
187.707677,-5324869.0
187.659143,-5429405.0
187.61061,-5521893.0
187.562076,-5592453.0
187.513542,-5633564.0
187.465008,-5643779.0
187.416475,-5629141.0
187.367941,-5601478.0
187.319407,-5574067.0
187.270873,-5556579.0
187.22233899999998,-5552013.0
187.173806,-5557367.0
187.125272,-5567162.0
187.07673799999998,-5576765.0
187.02820400000002,-5582796.0
186.979671,-5580607.0
186.931137,-5561208.0
186.882603,-5510118.0
186.834069,-5409090.0
186.785535,-5240248.0
186.737002,-4991600.0
186.688468,-4662163.0
186.639934,-4264228.0
186.5914,-3820767.0
186.542867,-3358464.0
186.494333,-2899639.0
186.445799,-2456926.0
186.397265,-2032517.0
186.34873100000002,-1621033.0
186.300198,-1213804.0
186.25166399999998,-802900.0
186.20313000000002,-384317.0
186.154596,39684.0
186.10606299999998,459326.0
186.05752900000002,858072.0
186.008995,1216296.0
185.960461,1517187.0
185.911927,1751969.0
185.863394,1920785.0
185.81486,2028131.0
185.766326,2075838.0
185.717792,2058605.0
185.669259,1964972.0
185.620725,1782307.0
185.572191,1501868.0
185.52365700000001,1121081.0
185.475124,643307.0
185.42659,77330.0
185.37805600000002,-561784.0
185.329522,-1250936.0
185.28098799999998,-1958476.0
185.23245500000002,-2646938.0
185.183921,-3279296.0
185.135387,-3826733.0
185.086853,-4274535.0
185.03832,-4623253.0
184.989786,-4884797.0
184.941252,-5075851.0
184.892718,-5211937.0
184.844184,-5303931.0
184.795651,-5356831.0
184.747117,-5370064.0
184.698583,-5339464.0
184.650049,-5261220.0
184.601516,-5136802.0
184.55298200000001,-4976514.0
184.504448,-4799866.0
184.45591399999998,-4632914.0
184.40738000000002,-4504065.0
184.358847,-4439743.0
184.31031299999998,-4460588.0
184.261779,-4578409.0
184.213245,-4793994.0
184.164712,-5095610.0
184.116178,-5458219.0
184.067644,-5844340.0
184.01911,-6208262.0
183.970576,-6504221.0
183.922043,-6696615.0
183.873509,-6767881.0
183.824975,-6720033.0
183.776441,-6569164.0
183.727908,-6336243.0
183.679374,-6039607.0
183.63083999999998,-5692624.0
183.58230600000002,-5306119.0
183.533772,-4892195.0
183.48523899999998,-4466319.0
183.43670500000002,-4046840.0
183.388171,-3652803.0
183.339637,-3300883.0
183.291104,-3001799.0
183.24257,-2757155.0
183.194036,-2558662.0
183.145502,-2391188.0
183.096968,-2238938.0
183.048435,-2091771.0
182.999901,-1948368.0
182.951367,-1814726.0
182.90283300000002,-1699015.0
182.8543,-1605547.0
182.805766,-1530729.0
182.75723200000002,-1462534.0
182.708698,-1383189.0
182.66016399999998,-1273605.0
182.61163100000002,-1118050.0
182.563097,-907985.0
182.51456299999998,-644329.0
182.466029,-337503.0
182.417496,-5457.0
182.368962,329161.0
182.320428,641335.0
182.271894,905168.0
182.22336,1095582.0
182.174827,1191265.0
182.126293,1178692.0
182.07775900000001,1055840.0
182.029225,833925.0
181.980692,536012.0
181.93215800000002,192182.0
181.883624,-167570.0
181.83508999999998,-519954.0
181.78655600000002,-851478.0
181.738023,-1157004.0
181.68948899999998,-1435645.0
181.640955,-1687071.0
181.592421,-1909862.0
181.54388799999998,-2101430.0
181.495354,-2258539.0
181.44682,-2378235.0
181.398286,-2459289.0
181.349753,-2503437.0
181.301219,-2515188.0
181.252685,-2499673.0
181.204151,-2459616.0
181.155617,-2393364.0
181.10708400000001,-2295493.0
181.05855,-2160029.0
181.01001599999998,-1984838.0
180.96148200000002,-1775133.0
180.912949,-1544718.0
180.86441499999998,-1314862.0
180.81588100000002,-1111164.0
180.767347,-958603.0
180.71881299999998,-875418.0
180.67028,-868170.0
180.621746,-931078.0
180.573212,-1050561.0
180.524678,-1211878.0
180.476145,-1402960.0
180.427611,-1613124.0
180.379077,-1828878.0
180.330543,-2031205.0
180.28200900000002,-2197213.0
180.233476,-2305792.0
180.184942,-2344496.0
180.13640800000002,-2314170.0
180.087874,-2228974.0
180.03934099999998,-2111891.0
179.99080700000002,-1988274.0
179.942273,-1880480.0
179.89373899999998,-1805042.0
179.845205,-1771884.0
179.796672,-1784842.0
179.74813799999998,-1843390.0
179.699604,-1945282.0
179.65107,-2088501.0
179.602537,-2270556.0
179.554003,-2485124.0
179.505469,-2718654.0
179.45693500000002,-2950089.0
179.408401,-3154545.0
179.359868,-3308896.0
179.31133400000002,-3396320.0
179.2628,-3408367.0
179.21426599999998,-3345226.0
179.16573300000002,-3215604.0
179.117199,-3036516.0
179.06866499999998,-2832024.0
179.020131,-2629803.0
178.971597,-2455722.0
178.92306399999998,-2327912.0
178.87453,-2252090.0
178.825996,-2219517.0
178.777462,-2208439.0
178.728929,-2189187.0
178.680395,-2131808.0
178.63186100000001,-2013478.0
178.583327,-1822717.0
178.534793,-1559092.0
178.48626000000002,-1229713.0
178.437726,-844996.0
178.38919199999998,-415495.0
178.34065800000002,49815.0
178.292125,544090.0
178.24359099999998,1062119.0
178.19505700000002,1598755.0
178.146523,2146417.0
178.09798899999998,2692343.0
178.049456,3216723.0
178.000922,3693210.0
177.95238799999998,4092885.0
177.903854,4391069.0
177.855321,4574099.0
177.806787,4642348.0
177.758253,4607714.0
177.709719,4487387.0
177.66118500000002,4297871.0
177.612652,4052322.0
177.564118,3761420.0
177.51558400000002,3435902.0
177.46705,3088731.0
177.41851699999998,2735787.0
177.36998300000002,2394739.0
177.321449,2082547.0
177.27291499999998,1813206.0
177.22438200000002,1597767.0
177.175848,1447077.0
177.12731399999998,1374495.0
177.07878,1394471.0
177.030246,1515515.0
176.98171299999998,1731081.0
176.933179,2014420.0
176.884645,2321058.0
176.83611100000002,2597610.0
176.787578,2792699.0
176.739044,2866536.0
176.69051000000002,2797703.0
176.641976,2586236.0
176.59344199999998,2251678.0
176.54490900000002,1825980.0
176.496375,1344144.0
176.44784099999998,837332.0
176.399307,331194.0
176.350774,-152146.0
176.30223999999998,-592387.0
176.253706,-971812.0
176.205172,-1277357.0
176.156638,-1501587.0
176.108105,-1641981.0
176.059571,-1699990.0
176.01103700000002,-1681115.0
175.962503,-1595569.0
175.91397,-1458040.0
175.86543600000002,-1285896.0
175.816902,-1096573.0
175.76836799999998,-905430.0
175.71983400000002,-724667.0
175.671301,-562923.0
175.62276699999998,-424407.0
175.57423300000002,-306995.0
175.525699,-200131.0
175.47716599999998,-84969.0
175.428632,61231.0
175.380098,257037.0
175.331564,508744.0
175.28303,806447.0
175.234497,1126068.0
175.185963,1435907.0
175.137429,1704818.0
175.088895,1909662.0
175.04036200000002,2040574.0
174.991828,2102810.0
174.94329399999998,2114205.0
174.89476000000002,2098444.0
174.846226,2076201.0
174.79769299999998,2057221.0
174.74915900000002,2036021.0
174.700625,1992608.0
174.65209099999998,1898297.0
174.60355800000002,1725256.0
174.555024,1456728.0
174.50648999999999,1093758.0
174.457956,655506.0
174.409422,173744.0
174.360889,-314699.0
174.312355,-774006.0
174.263821,-1173362.0
174.21528700000002,-1490473.0
174.166754,-1715050.0
174.11822,-1850367.0
174.06968600000002,-1911105.0
174.021152,-1918546.0
173.97261799999998,-1896299.0
173.92408500000002,-1868566.0
173.875551,-1859923.0
173.82701699999998,-1894194.0
173.778483,-1991268.0
173.72995,-2162629.0
173.68141599999998,-2407428.0
173.632882,-2710970.0
173.584348,-3046852.0
173.53581499999999,-3382445.0
173.487281,-3685488.0
173.438747,-3928904.0
173.390213,-4092569.0
173.341679,-4163054.0
173.293146,-4132984.0
173.24461200000002,-4000496.0
173.196078,-3768384.0
173.14754399999998,-3443099.0
173.09901100000002,-3034568.0
173.050477,-2557219.0
173.00194299999998,-2030993.0
172.95340900000002,-1480501.0
172.904875,-931654.0
172.85634199999998,-407077.0
172.807808,77313.0
172.759274,512833.0
172.71074,895602.0
172.662207,1222702.0
172.613673,1488961.0
172.565139,1685852.0
172.516605,1802934.0
172.468071,1831411.0
172.419538,1768568.0
172.371004,1621192.0
172.32246999999998,1405982.0
172.27393600000002,1146291.0
172.225403,866867.0
172.17686899999998,589768.0
172.12833500000002,333670.0
172.079801,116011.0
172.03126699999999,-44860.0
171.98273400000002,-130117.0
171.9342,-123693.0
171.885666,-16166.0
171.837132,193508.0
171.788599,499851.0
171.740065,895388.0
171.691531,1375066.0
171.642997,1937509.0
171.594463,2581738.0
171.54593,3300897.0
171.497396,4076882.0
171.44886200000002,4879472.0
171.400328,5670777.0
171.35179499999998,6412452.0
171.30326100000002,7072197.0
171.254727,7627684.0
171.20619299999998,8068126.0
171.157659,8394071.0
171.109126,8615161.0
171.06059199999999,8745578.0
171.012058,8798443.0
170.963524,8781772.0
170.914991,8698024.0
170.866457,8547111.0
170.817923,8330685.0
170.769389,8055028.0
170.720855,7730867.0
170.672322,7370314.0
170.623788,6983069.0
170.575254,6574630.0
170.52671999999998,6147773.0
170.47818700000002,5705890.0
170.429653,5255305.0
170.38111899999998,4805029.0
170.33258500000002,4365088.0
170.284051,3945881.0
170.23551799999998,3559699.0
170.186984,3223129.0
170.13845,2957932.0
170.089916,2789037.0
170.041383,2740382.0
169.992849,2830661.0
169.944315,3070588.0
169.895781,3461735.0
169.847247,3995899.0
169.798714,4654653.0
169.75018,5410326.0
169.70164599999998,6230053.0
169.65311200000002,7082548.0
169.604579,7944685.0
169.55604499999998,8804415.0
169.50751100000002,9658972.0
169.458977,10510361.0
169.41044399999998,11361370.0
169.36191000000002,12214199.0
169.313376,13071594.0
169.264842,13938734.0
169.216308,14823626.0
169.167775,15734539.0
169.119241,16675085.0
169.070707,17639733.0
169.022173,18613242.0
168.97364,19575699.0
168.925106,20511587.0
168.876572,21419039.0
168.828038,22315663.0
168.779504,23239327.0
168.73097099999998,24244472.0
168.68243700000002,25395253.0
168.633903,26756662.0
168.585369,28384853.0
168.53683600000002,30318817.0
168.488302,32576388.0
168.439768,35156504.0
168.391234,38046796.0
168.3427,41232836.0
168.294167,44705205.0
168.245633,48462890.0
168.197099,52514079.0
168.148565,56876046.0
168.100032,61574534.0
168.051498,66641596.0
168.002964,72110852.0
167.95443,78010404.0
167.90589599999998,84355132.0
167.857363,91140444.0
167.808829,98338671.0
167.76029499999999,105897727.0
167.71176100000002,113740867.0
167.663228,121766772.0
167.614694,129850170.0
167.56616,137843660.0
167.517626,145580985.0
167.469092,152881700.0
167.420559,159557274.0
167.372025,165418954.0
167.323491,170287305.0
167.274957,174002832.0
167.226424,176436562.0
167.17789,177499430.0
167.129356,177149188.0
167.08082199999998,175393746.0
167.032288,172290574.0
166.983755,167942612.0
166.93522099999998,162491078.0
166.88668700000002,156105214.0
166.838153,148969616.0
166.78961999999999,141271810.0
166.74108600000002,133193621.0
166.692552,124907730.0
166.644018,116576891.0
166.595484,108351589.0
166.546951,100364380.0
166.498417,92723028.0
166.449883,85505893.0
166.401349,78761077.0
166.352816,72508366.0
166.304282,66742690.0
166.255748,61439052.0
166.207214,56559518.0
166.15868,52061917.0
166.11014699999998,47908352.0
166.061613,44071035.0
166.013079,40533798.0
165.964545,37289416.0
165.91601200000002,34334486.0
165.867478,31664290.0
165.818944,29269645.0
165.77041,27136530.0
165.721876,25248186.0
165.673343,23588379.0
165.624809,22143999.0
165.576275,20905293.0
165.527741,19863438.0
165.479208,19006996.0
165.430674,18319518.0
165.38214,17779388.0
165.333606,17361014.0
165.285073,17035865.0
165.236539,16772969.0
165.188005,16539787.0
165.139471,16304203.0
165.09093700000003,16037154.0
165.042404,15714978.0
164.99387,15321167.0
164.945336,14847997.0
164.896802,14297791.0
164.848269,13682571.0
164.799735,13020789.0
164.751201,12331726.0
164.702667,11629803.0
164.654133,10921344.0
164.6056,10205022.0
164.557066,9475825.0
164.508532,8731179.0
164.45999799999998,7976739.0
164.411465,7228606.0
164.362931,6510296.0
164.31439699999999,5846215.0
164.265863,5256039.0
164.217329,4753107.0
164.168796,4345882.0
164.12026200000003,4039026.0
164.071728,3832294.0
164.023194,3718879.0
163.974661,3685821.0
163.926127,3716983.0
163.877593,3796711.0
163.829059,3912120.0
163.780525,4053336.0
163.731992,4212074.0
163.683458,4379228.0
163.634924,4542393.0
163.58639,4684713.0
163.537857,4786151.0
163.48932299999998,4827040.0
163.440789,4792476.0
163.392255,4675757.0
163.343721,4479742.0
163.295188,4216053.0
163.246654,3902697.0
163.19812,3560981.0
163.149586,3212323.0
163.101053,2875621.0
163.052519,2565821.0
163.003985,2294069.0
162.955451,2068698.0
162.906917,1895493.0
162.858384,1776337.0
162.80985,1707376.0
162.761316,1678982.0
162.712782,1678538.0
162.664249,1694398.0
162.615715,1718349.0
162.567181,1745324.0
162.518647,1771486.0
162.470113,1792519.0
162.42158,1802770.0
162.373046,1794756.0
162.324512,1758818.0
162.275978,1683924.0
162.227445,1560793.0
162.178911,1386965.0
162.130377,1171418.0
162.081843,936116.0
162.033309,713468.0
161.984776,540649.0
161.936242,452123.0
161.887708,471602.0
161.83917399999999,605296.0
161.790641,839329.0
161.742107,1143449.0
161.693573,1480087.0
161.645039,1814833.0
161.596506,2124257.0
161.547972,2399107.0
161.499438,2642962.0
161.450904,2867210.0
161.40237,3084010.0
161.353837,3300057.0
161.305303,3514097.0
161.256769,3719084.0
161.208235,3906911.0
161.159702,4072265.0
161.111168,4213022.0
161.062634,4327123.0
161.0141,4408312.0
160.965566,4444637.0
160.917033,4422458.0
160.86849899999999,4334921.0
160.819965,4189912.0
160.771431,4012059.0
160.722898,3837042.0
160.674364,3701210.0
160.62583,3631561.0
160.577296,3640153.0
160.528762,3724571.0
160.480229,3873493.0
160.431695,4074214.0
160.383161,4318297.0
160.334627,4603208.0
160.286094,4930775.0
160.23756,5304758.0
160.189026,5728822.0
160.140492,6204722.0
160.091958,6730564.0
160.043425,7299728.0
159.994891,7901027.0
159.946357,8519827.0
159.897823,9140035.0
159.84929,9747536.0
159.800756,10335213.0
159.752222,10907560.0
159.703688,11481595.0
159.655154,12082444.0
159.606621,12735133.0
159.558087,13456166.0
159.509553,14248062.0
159.461019,15098746.0
159.412486,15986207.0
159.363952,16886891.0
159.315418,17784031.0
159.266884,18671809.0
159.21835,19554036.0
159.169817,20440087.0
159.121283,21342167.0
159.072749,22275512.0
159.024215,23259404.0
158.975682,24315972.0
158.927148,25466211.0
158.878614,26725768.0
158.83008,28103720.0
158.781546,29605340.0
158.733013,31237298.0
158.684479,33012979.0
158.635945,34956409.0
158.587411,37104030.0
158.538878,39503592.0
158.490344,42210125.0
158.44181,45280889.0
158.39327600000001,48772449.0
158.344742,52741649.0
158.296209,57248681.0
158.247675,62358738.0
158.199141,68140503.0
158.150607,74662950.0
158.102074,81992942.0
158.05354,90194384.0
158.005006,99327760.0
157.956472,109448306.0
157.907938,120601211.0
157.859405,132811930.0
157.810871,146070028.0
157.762337,160307337.0
157.713803,175374433.0
157.66527,191021282.0
157.616736,206887150.0
157.568202,222503225.0
157.519668,237310110.0
157.471135,250691026.0
157.42260100000001,262019147.0
157.374067,270714060.0
157.325533,276299759.0
157.276999,278455476.0
157.228466,277051173.0
157.179932,272161308.0
157.131398,264054076.0
157.082864,253158310.0
157.034331,240014920.0
156.985797,225222044.0
156.937263,209382494.0
156.888729,193059708.0
156.840195,176745738.0
156.791662,160842418.0
156.743128,145654949.0
156.694594,131395721.0
156.64606,118195459.0
156.597527,106118367.0
156.548993,95177937.0
156.500459,85350666.0
156.451925,76586398.0
156.403391,68815481.0
156.354858,61953829.0
156.306324,55907010.0
156.25779,50574428.0
156.209256,45854510.0
156.160723,41651042.0
156.112189,37879459.0
156.063655,34471065.0
156.015121,31373862.0
155.966587,28550093.0
155.918054,25971775.0
155.86952,23615737.0
155.820986,21459817.0
155.77245200000002,19481562.0
155.723919,17659707.0
155.675385,15976928.0
155.626851,14421612.0
155.578317,12987465.0
155.529783,11671467.0
155.48125,10471521.0
155.432716,9384606.0
155.384182,8405781.0
155.335648,7528105.0
155.287115,6743552.0
155.238581,6044615.0
155.190047,5426038.0
155.14151299999997,4885985.0
155.092979,4425988.0
155.044446,4049270.0
154.995912,3757893.0
154.94737800000001,3549992.0
154.898844,3418321.0
154.850311,3350350.0
154.80177700000002,3329552.0
154.753243,3337656.0
154.704709,3357711.0
154.656175,3376925.0
154.607642,3387721.0
154.559108,3386467.0
154.510574,3371268.0
154.46204,3340758.0
154.413507,3294372.0
154.364973,3233061.0
154.316439,3159430.0
154.267905,3077365.0
154.219371,2991750.0
154.17083799999997,2908337.0
154.122304,2833245.0
154.07377,2771457.0
154.025236,2724177.0
153.97670300000001,2685760.0
153.928169,2641825.0
153.879635,2570344.0
153.831101,2446443.0
153.782568,2249720.0
153.734034,1971389.0
153.6855,1618494.0
153.636966,1213816.0
153.588432,791945.0
153.539899,393158.0
153.491365,56652.0
153.442831,-186020.0
153.394297,-316635.0
153.345764,-333670.0
153.29723,-251963.0
153.248696,-98764.0
153.200162,91923.0
153.15162800000002,284920.0
153.103095,449184.0
153.054561,563216.0
153.006027,619377.0
152.957493,624695.0
152.90896,597297.0
152.860426,560519.0
152.811892,537660.0
152.763358,548750.0
152.714824,608789.0
152.666291,726721.0
152.617757,904850.0
152.569223,1138303.0
152.52068899999998,1414113.0
152.472156,1710582.0
152.423622,1998677.0
152.37508799999998,2246692.0
152.32655400000002,2427122.0
152.27802,2523028.0
152.229487,2531477.0
152.18095300000002,2463015.0
152.132419,2337587.0
152.083885,2178341.0
152.035352,2005535.0
151.986818,1832755.0
151.938284,1666465.0
151.88975,1508234.0
151.841216,1358218.0
151.792683,1218681.0
151.744149,1096665.0
151.695615,1004792.0
151.64708100000001,959400.0
151.598548,976161.0
151.55001399999998,1064588.0
151.50148000000002,1223385.0
151.452946,1438117.0
151.404412,1681915.0
151.35587900000002,1919391.0
151.307345,2113354.0
151.258811,2232887.0
151.210277,2260180.0
151.161744,2193571.0
151.11321,2045830.0
151.064676,1838966.0
151.016142,1598159.0
150.967608,1346819.0
150.919075,1103463.0
150.870541,880353.0
150.822007,684063.0
150.773473,518051.0
150.72494,386154.0
150.67640600000001,294742.0
150.627872,251687.0
150.57933799999998,262735.0
150.53080400000002,328090.0
150.482271,441872.0
150.433737,594443.0
150.385203,775189.0
150.336669,973466.0
150.288136,1177595.0
150.239602,1373745.0
150.191068,1546452.0
150.142534,1681085.0
150.094,1767131.0
150.045467,1801013.0
149.996933,1787636.0
149.948399,1740671.0
149.89986499999998,1681700.0
149.851332,1637965.0
149.802798,1638090.0
149.75426399999998,1706006.0
149.70573000000002,1855230.0
149.657197,2086762.0
149.60866299999998,2392208.0
149.56012900000002,2760021.0
149.511595,3180510.0
149.463061,3646572.0
149.414528,4150704.0
149.365994,4681332.0
149.31746,5221073.0
149.268926,5747554.0
149.220393,6235619.0
149.171859,6659331.0
149.123325,6992764.0
149.074791,7210150.0
149.02625700000002,7287151.0
148.977724,7204873.0
148.92918999999998,6956084.0
148.88065600000002,6550816.0
148.832122,6018088.0
148.78358899999998,5402324.0
148.73505500000002,4755626.0
148.686521,4128661.0
148.637987,3563222.0
148.589453,3088622.0
148.54092,2722253.0
148.492386,2472729.0
148.443852,2343225.0
148.395318,2333460.0
148.346785,2440292.0
148.298251,2657515.0
148.249717,2975001.0
148.20118300000001,3376986.0
148.152649,3839806.0
148.104116,4330502.0
148.05558200000002,4808333.0
148.007048,5230300.0
147.95851399999998,5559470.0
147.90998100000002,5772549.0
147.861447,5862839.0
147.81291299999998,5837399.0
147.764379,5711093.0
147.715845,5501789.0
147.667312,5228955.0
147.618778,4914356.0
147.570244,4582269.0
147.52171,4257984.0
147.473177,3965344.0
147.424643,3724438.0
147.376109,3549654.0
147.327575,3447825.0
147.27904099999998,3416694.0
147.23050800000001,3444531.0
147.181974,3511547.0
147.13343999999998,3592973.0
147.08490600000002,3663088.0
147.036373,3699409.0
146.98783899999998,3686415.0
146.93930500000002,3617993.0
146.890771,3497508.0
146.842237,3335012.0
146.793704,3143075.0
146.74517,2934260.0
146.696636,2722270.0
146.648102,2525091.0
146.599569,2365737.0
146.551035,2267706.0
146.502501,2246932.0
146.453967,2305174.0
146.40543300000002,2428678.0
146.3569,2592172.0
146.30836599999998,2765948.0
146.25983200000002,2923752.0
146.211298,3049879.0
146.16276499999998,3143641.0
146.11423100000002,3219217.0
146.065697,3300325.0
146.01716299999998,3411909.0
145.968629,3572615.0
145.920096,3790799.0
145.871562,4063805.0
145.823028,4378347.0
145.774494,4710817.0
145.725961,5028855.0
145.677427,5296454.0
145.628893,5482454.0
145.58035900000002,5568956.0
145.531826,5555542.0
145.483292,5457627.0
145.43475800000002,5300492.0
145.386224,5111974.0
145.33768999999998,4916690.0
145.28915700000002,4733765.0
145.240623,4578115.0
145.19208899999998,4462724.0
145.143555,4398337.0
145.095022,4389577.0
145.04648799999998,4430897.0
144.997954,4507366.0
